check_type,scenario_label,scenario,anchor,anchor_id,left_column,right_column,left_value_rel_A_mm,right_value_rel_A_mm,gap_left_minus_right_mm,anchor_main_rel_A_mm,solver_d_anchor_rel_A_mm,gap_anchor_main_minus_solver_d_anchor_mm,anchor_consistency_corr,anchor_consistency_median_abs_gap_mm,check_consistent,anchor_consistency_verdict,interpretation,firmware_antenna_delay_setting_dtu,terminology_note,gauge_note,identifiability_note,coord_scale_error_self_minus_vicon_mm,layout_error_3d_mm,layout_error_horizontal_mm,layout_error_vertical_mm,layout_error_radial_outward_mm,layout_error_radial_inward_mm,layout_absorption_pred_radial_mm,layout_absorption_residual_radial_mm,layout_absorption_pred_3d_mm,layout_absorption_residual_3d_mm,layout_absorption_radial_r2,layout_absorption_radial_slope_mm_per_mm,layout_absorption_radial_intercept_mm,layout_absorption_3d_r2,layout_absorption_3d_slope_mm_per_mm,layout_absorption_3d_intercept_mm,within_self_cal_corr,within_self_cal_negated_corr,within_self_cal_median_abs_gap_mm,within_self_cal_consistent,within_vicon_corr,within_vicon_negated_corr,within_vicon_median_abs_gap_mm,within_vicon_consistent,anchor_reference_convention,sign_convention_check,no_sign_flip_detected,cross_vicon_main_vs_self_danchor_corr,cross_vicon_main_vs_self_danchor_median_abs_gap_mm,cross_vicon_main_vs_self_danchor_verdict,coord_scale_error_median_abs_mm,layout_absorption_explained,anchor_decomp_verdict,paper_consequence
within_self_cal,self_cal_v4io_T4,self_cal_v4io_T4,A,0,self_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,0.0,0.0,0.0,0.0,0.0,0.0,0.305406016194862,11.138051874449236,False,,self-cal median polish does not reproduce self-cal d_anchor; inspect centering/sign/reference handling,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_self_cal,self_cal_v4io_T4,self_cal_v4io_T4,B,1,self_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,35.30372431177966,37.127097197321255,-1.8233728855415947,35.30372431177966,37.127097197321255,-1.8233728855415947,0.305406016194862,11.138051874449236,False,,self-cal median polish does not reproduce self-cal d_anchor; inspect centering/sign/reference handling,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_self_cal,self_cal_v4io_T4,self_cal_v4io_T4,C,2,self_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,23.301089088004574,59.99999999999338,-36.698910911988804,23.301089088004574,59.99999999999338,-36.698910911988804,0.305406016194862,11.138051874449236,False,,self-cal median polish does not reproduce self-cal d_anchor; inspect centering/sign/reference handling,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_self_cal,self_cal_v4io_T4,self_cal_v4io_T4,D,3,self_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,66.19966443348324,59.999999999999986,6.19966443348325,66.19966443348324,59.999999999999986,6.19966443348325,0.305406016194862,11.138051874449236,False,,self-cal median polish does not reproduce self-cal d_anchor; inspect centering/sign/reference handling,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_self_cal,self_cal_v4io_T4,self_cal_v4io_T4,E,4,self_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,63.60367100216112,31.143226774707873,32.46044422745325,63.60367100216112,31.143226774707873,32.46044422745325,0.305406016194862,11.138051874449236,False,,self-cal median polish does not reproduce self-cal d_anchor; inspect centering/sign/reference handling,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_self_cal,self_cal_v4io_T4,self_cal_v4io_T4,F,5,self_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,91.20117138725573,27.042519801587616,64.15865158566811,91.20117138725573,27.042519801587616,64.15865158566811,0.305406016194862,11.138051874449236,False,,self-cal median polish does not reproduce self-cal d_anchor; inspect centering/sign/reference handling,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_self_cal,self_cal_v4io_T4,self_cal_v4io_T4,G,6,self_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,35.20169792208321,27.558723285689375,7.642974636393838,35.20169792208321,27.558723285689375,7.642974636393838,0.305406016194862,11.138051874449236,False,,self-cal median polish does not reproduce self-cal d_anchor; inspect centering/sign/reference handling,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_self_cal,self_cal_v4io_T4,self_cal_v4io_T4,H,7,self_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,47.052205860436516,32.41907674793188,14.633129112504633,47.052205860436516,32.41907674793188,14.633129112504633,0.305406016194862,11.138051874449236,False,,self-cal median polish does not reproduce self-cal d_anchor; inspect centering/sign/reference handling,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_vicon,vicon_truth_delaycal_T4,vicon_truth_delaycal_T4,A,0,vicon_anchor_main_rel_A_mm,vicon_d_anchor_rel_A_mm,0.0,0.0,0.0,0.0,0.0,0.0,0.4560398872637442,21.630189036696166,False,,Vicon median polish does not reproduce Vicon delaycal d_anchor; inspect additive model or delaycal reference,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within_vicon,vicon_truth_delaycal_T4,vicon_truth_delaycal_T4,B,1,vicon_anchor_main_rel_A_mm,vicon_d_anchor_rel_A_mm,-76.09887117940615,-51.952632936225626,-24.14623824318052,-76.09887117940615,-51.952632936225626,-24.14623824318052,0.4560398872637442,21.630189036696166,False,,Vicon median polish does not reproduce Vicon delaycal d_anchor; inspect additive model or delaycal reference,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
