case_id,case_label,condition,frame_keep_fraction,anchor_keep,anchor_subset_mode,fixed_anchor_subset,subset_selection_criterion,gdop_median,gdop_p95,ID,frames_input_after_packet_drop,n_frames_attempted,frames_solved,n_frames_failed,solve_fraction,nonconvergence_rate,position_err_3d_mm,sample_err_3d_p50_mm,sample_err_3d_p95_mm,repeatability_d3_std_mm,tag_truth_source
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1301924999663184,1.1990029748560824,ID01,120,120,120,0,1.0,0.0,139.34008798535325,144.62145864099242,222.09376670400627,59.98053759382785,reconstructed_from_relabelled_balls
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1991697095238472,1.2975752296517304,ID02,120,120,120,0,1.0,0.0,57.85941823137365,68.42061251619714,122.48429866607849,54.60621408372869,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1475712524595914,1.228052546887408,ID03,120,120,120,0,1.0,0.0,187.44021573317,193.56280995097035,313.8831634917166,89.41018818408452,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1135202916442033,1.3022945074415684,ID04,120,120,120,0,1.0,0.0,277.7902900715109,276.38047250217306,351.4026438495458,56.77110040993036,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1576482637429706,1.2681209388929684,ID05,120,120,120,0,1.0,0.0,54.02211444624235,70.90214933309991,139.8849491175589,83.28328805375294,reconstructed_from_relabelled_balls
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1128556716552662,1.1128556716552662,ID06,120,120,120,0,1.0,0.0,132.16958308795913,141.01384192511415,204.91232973349375,65.80654380417174,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1401236627365925,1.3901510393295133,ID07,120,120,120,0,1.0,0.0,144.00261813695087,152.31127556746796,283.7403091754223,88.49716288928047,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1940083448974914,1.275452313746698,ID08,120,120,120,0,1.0,0.0,59.391660535717044,87.69326961796297,161.79009090395186,77.11071050718199,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1535613457412617,1.1558397048452067,ID09,120,120,120,0,1.0,0.0,32.53656248401274,50.7079727303507,109.82344392641082,62.260527223660304,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1197906209476707,1.203617780605031,ID10,120,120,120,0,1.0,0.0,111.10452454746938,114.02892813817782,177.8658885874571,47.4709624417547,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1607361288225375,1.2319459459249675,ID11,120,120,120,0,1.0,0.0,68.25379263413609,76.37358757312225,109.60049204086086,43.02890050069526,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1301165230218946,1.192511807572079,ID12,120,120,120,0,1.0,0.0,133.2917721897462,137.80220091934336,173.4425084134189,39.92226416674068,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1963953275499382,1.2862698690712102,ID13,120,120,120,0,1.0,0.0,85.62909080722034,95.68234428749629,191.46167477133653,80.51762334686632,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1967929104330362,1.287129197637832,ID14,120,120,120,0,1.0,0.0,58.74084954095168,61.0863498077006,110.25804342812982,45.92174313029875,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1966824981199018,1.1966824981199018,ID15,120,120,120,0,1.0,0.0,86.39280583604238,89.17129325549507,165.32759957669512,54.55797994670925,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1973090955596268,1.2896029344131825,ID16,120,120,120,0,1.0,0.0,9.061710026064569,38.950938808497966,210.42547210358123,77.60071838664113,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.125411612304334,1.2617233407455597,ID17,120,120,120,0,1.0,0.0,40.42628680947035,60.53898296266705,144.42217059862378,67.02737868185415,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1266134216045611,1.1266134216045611,ID18,120,120,120,0,1.0,0.0,59.722700419357515,65.42383911606939,108.98915725768882,40.34843485624562,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1253126083169716,1.2671635082973502,ID19,120,120,120,0,1.0,0.0,126.23395789856416,126.18248909517982,244.7820864172027,93.29558712669215,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.125360019230326,1.282769796689036,ID20,120,120,120,0,1.0,0.0,84.33332265480487,90.95275315170943,169.25787027353914,63.913035442055744,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1398698569869037,1.19888860894798,ID21,120,120,120,0,1.0,0.0,57.87552089900295,76.52704144007467,119.97224452545649,56.41647233866401,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1401382002275466,1.2061264071547129,ID22,120,120,120,0,1.0,0.0,22.205047968837995,38.91112890124232,69.77392759825455,38.18374294460815,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1399962876318248,1.1399962876318248,ID23,120,120,120,0,1.0,0.0,103.82324585567021,123.02111263123841,228.92914545616614,78.77717713675231,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1398148068508027,1.2049979506607955,ID24,120,120,120,0,1.0,0.0,41.02948385466975,64.6641427949578,135.79944646649085,77.906508789673,motive_iantenna
